YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M
2023,12,4,22,22.86,21.55,22.2,17.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,92.44,0.38,93.07,4.69,135.88,6.44,135.74
2023,12,4,23,22.44,21.26,21.85,17.09,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,93.12,0.31,93.03,4.22,136.05,5.92,136.02
2023,12,5,0,22.12,20.99,21.55,16.85,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,93.44,0.23,93.0,3.73,133.05,5.54,132.83
2023,12,5,1,21.84,20.72,21.28,16.54,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,93.44,0.14,92.95,3.38,129.36,5.34,129.18
2023,12,5,2,21.61,20.53,21.07,16.36,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,93.69,0.08,92.9,3.02,125.74,5.07,125.33
2023,12,5,3,21.38,20.44,20.91,16.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,94.5,0.07,92.93,2.68,125.87,4.88,125.42
2023,12,5,4,21.15,20.36,20.76,16.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,95.38,0.07,92.97,2.36,128.54,4.76,127.94
2023,12,5,5,21.1,20.28,20.69,16.11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,95.19,0.05,93.04,2.41,131.85,4.75,131.13
2023,12,5,6,22.33,20.43,21.38,16.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.0,0.06,93.09,3.4,129.87,4.19,128.79
2023,12,5,7,24.51,20.36,22.43,16.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,77.38,0.07,93.14,2.99,119.58,3.38,116.98
2023,12,5,8,27.19,19.8,23.49,15.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,63.5,0.09,93.16,2.31,102.72,2.56,98.43
2023,12,5,9,29.47,18.92,24.19,14.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,52.75,0.05,93.15,1.97,85.69,2.22,80.7
2023,12,5,10,31.33,18.01,24.67,13.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,45.0,0.05,93.08,1.91,72.9,2.19,67.55
2023,12,5,11,32.73,17.47,25.1,13.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,40.25,0.06,93.02,2.02,67.7,2.31,61.96
2023,12,5,12,33.64,17.24,25.44,13.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,37.75,0.09,92.96,1.9,68.59,2.14,61.47
2023,12,5,13,33.85,17.01,25.43,13.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,36.81,0.11,92.88,1.58,73.63,1.72,64.37
2023,12,5,14,33.73,16.84,25.28,13.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,36.69,0.12,92.8,1.37,86.73,1.39,77.05
2023,12,5,15,33.14,16.8,24.98,12.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,37.81,0.09,92.76,1.55,111.27,1.53,105.38
2023,12,5,16,31.81,16.98,24.4,13.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,41.12,0.07,92.73,2.26,132.19,2.39,129.16
2023,12,5,17,30.19,17.8,24.0,13.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.31,0.04,92.75,2.97,137.88,3.68,136.72
2023,12,5,18,27.56,19.76,23.66,15.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,62.0,0.04,92.8,3.18,138.68,5.59,138.85
2023,12,5,19,25.38,20.73,23.05,16.48,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,75.06,0.1,92.89,4.32,133.68,6.7,133.63
2023,12,5,20,23.83,21.09,22.46,16.91,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,84.5,0.08,92.99,4.68,127.2,6.49,127.08
2023,12,5,21,22.87,21.1,21.98,16.91,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.81,0.07,93.05,4.46,122.19,6.14,121.79
2023,12,5,22,22.34,21.01,21.68,16.85,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,92.25,0.05,93.08,4.11,117.98,5.74,117.58
2023,12,5,23,21.9,20.85,21.37,16.66,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,93.88,0.04,93.02,3.74,113.4,5.4,112.63
2023,12,6,0,21.62,20.63,21.12,16.48,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,94.25,0.01,92.95,3.39,107.14,5.06,106.03
2023,12,6,1,21.35,20.48,20.91,16.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,94.88,0.0,92.9,2.95,101.16,4.67,99.92
2023,12,6,2,21.06,20.34,20.7,16.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,95.75,0.0,92.83,2.45,99.34,4.25,97.92
2023,12,6,3,20.83,20.22,20.52,16.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,96.44,0.0,92.83,2.3,98.19,4.12,96.75
2023,12,6,4,20.66,20.1,20.38,15.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,96.69,0.01,92.86,2.43,95.71,4.25,94.0
2023,12,6,5,20.68,20.05,20.37,15.87,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,96.31,0.01,92.96,2.56,92.45,4.13,91.08
2023,12,6,6,22.08,20.15,21.11,15.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,88.81,0.0,93.04,2.7,80.35,3.18,77.64
2023,12,6,7,25.63,19.09,22.36,14.77,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.69,0.0,93.07,1.59,31.98,1.85,25.81
2023,12,6,8,28.64,17.67,23.15,13.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,51.25,0.0,93.07,2.03,318.75,2.43,320.08
2023,12,6,9,30.55,17.18,23.86,13.18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,44.69,0.0,93.05,3.07,302.96,3.58,305.32
2023,12,6,10,32.17,16.98,24.58,13.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,40.31,0.0,93.01,3.56,301.07,4.13,303.66
2023,12,6,11,33.51,16.8,25.15,12.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,37.0,0.01,92.94,3.7,300.74,4.29,304.01
2023,12,6,12,34.46,16.64,25.55,12.82,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34.75,0.02,92.85,3.64,296.95,4.22,301.07
2023,12,6,13,34.87,16.48,25.68,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,33.62,0.02,92.75,3.54,289.59,4.11,294.62
2023,12,6,14,34.83,16.33,25.58,12.57,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,33.38,0.03,92.69,3.42,281.18,3.98,286.76
2023,12,6,15,34.2,16.19,25.19,12.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,34.31,0.03,92.63,3.18,271.97,3.71,277.5
2023,12,6,16,32.93,16.21,24.57,12.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,36.81,0.02,92.61,2.86,256.72,3.4,261.68
2023,12,6,17,31.42,17.31,24.37,13.37,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,42.88,0.01,92.64,2.33,233.75,3.18,236.74
2023,12,6,18,28.84,20.54,24.69,16.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,60.31,0.02,92.69,1.83,201.3,3.72,201.29
2023,12,6,19,27.05,21.01,24.03,16.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,69.0,0.04,92.74,2.11,170.82,4.63,171.75
2023,12,6,20,26.21,21.28,23.75,17.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,73.88,0.08,92.8,2.21,144.63,4.91,146.03
2023,12,6,21,25.47,21.82,23.65,17.64,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,79.94,0.12,92.86,2.34,121.46,5.1,122.3
2023,12,6,22,24.76,22.23,23.49,18.13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,85.75,0.14,92.88,2.28,102.85,5.09,102.69
2023,12,6,23,24.21,22.23,23.22,18.19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,88.69,0.16,92.85,1.99,84.13,4.56,84.59
2023,12,7,0,24.01,22.21,23.11,18.19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.69,0.15,92.77,1.73,66.09,3.73,66.01
2023,12,7,1,23.89,22.04,22.96,18.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.38,0.13,92.72,1.56,48.46,2.83,46.23
2023,12,7,2,24.12,21.63,22.87,17.52,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,85.94,0.08,92.69,1.22,29.84,2.04,25.68
2023,12,7,3,24.33,21.14,22.74,16.97,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,82.19,0.16,92.68,0.84,11.83,1.42,6.62
2023,12,7,4,24.29,20.91,22.6,16.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,81.25,0.06,92.69,0.63,2.12,1.14,356.05
2023,12,7,5,24.01,21.05,22.53,16.91,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,83.44,0.07,92.75,0.77,8.21,1.35,1.99
2023,12,7,6,24.47,22.01,23.24,17.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,86.12,0.08,92.81,1.52,9.46,2.16,8.34
2023,12,7,7,26.44,21.93,24.19,17.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,75.81,0.06,92.85,1.88,347.52,2.52,344.89
2023,12,7,8,28.11,20.3,24.2,15.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,62.0,0.03,92.87,2.81,327.72,3.57,327.53
2023,12,7,9,29.5,19.22,24.36,14.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,53.62,0.01,92.85,3.62,316.49,4.45,317.21
2023,12,7,10,30.76,18.55,24.65,14.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.0,0.03,92.86,4.18,309.76,5.1,310.96
2023,12,7,11,31.9,18.01,24.95,13.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,43.56,0.02,92.81,4.45,302.46,5.41,304.06
2023,12,7,12,33.0,17.65,25.33,13.67,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,40.12,0.04,92.76,4.56,295.91,5.47,298.1
2023,12,7,13,33.44,17.37,25.4,13.43,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,38.5,0.04,92.71,4.43,291.5,5.31,294.07
2023,12,7,14,33.52,17.06,25.3,13.18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,37.62,0.05,92.66,4.13,289.33,4.95,291.95
2023,12,7,15,33.13,16.83,24.98,13.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,37.88,0.04,92.63,3.75,288.59,4.55,291.05
2023,12,7,16,32.39,16.92,24.65,13.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,39.69,0.03,92.62,3.36,289.57,4.2,291.5
2023,12,7,17,31.17,18.22,24.69,14.16,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,46.0,0.02,92.63,2.55,289.71,3.94,290.81
2023,12,7,18,28.35,21.48,24.91,17.21,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,65.75,0.0,92.69,1.89,286.04,3.64,286.18
2023,12,7,19,26.58,21.25,23.91,17.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,72.12,0.0,92.73,1.99,279.72,3.45,279.91
2023,12,7,20,25.76,20.96,23.37,16.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,74.38,0.0,92.82,1.93,274.65,3.33,274.71
2023,12,7,21,25.04,20.77,22.9,16.54,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,76.81,0.0,92.86,1.87,268.56,3.25,268.62
2023,12,7,22,24.3,20.61,22.45,16.36,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,79.62,0.0,92.91,1.81,257.82,3.28,258.05
2023,12,7,23,23.61,20.46,22.04,16.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,82.38,0.0,92.89,1.74,244.81,3.3,245.07
2023,12,8,0,23.03,20.37,21.7,16.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,84.94,0.0,92.84,1.56,232.73,2.85,233.35
2023,12,8,1,22.78,20.33,21.55,16.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,86.0,0.0,92.76,1.22,220.84,2.02,221.71
2023,12,8,2,22.87,20.09,21.48,15.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,84.25,0.01,92.77,0.73,212.33,1.1,213.69
2023,12,8,3,23.05,19.82,21.44,15.62,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,81.81,0.01,92.75,0.16,219.09,0.24,236.82
2023,12,8,4,22.81,20.1,21.45,15.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,84.56,0.01,92.78,0.43,346.22,0.64,340.68
2023,12,8,5,22.33,20.0,21.16,15.81,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,86.62,0.02,92.82,0.99,349.57,1.6,347.32
2023,12,8,6,23.4,19.98,21.69,15.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,80.88,0.0,92.87,1.66,359.46,2.19,356.73
2023,12,8,7,25.57,18.91,22.24,14.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.19,0.0,92.89,1.92,342.74,2.3,335.35
2023,12,8,8,28.1,17.83,22.97,13.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,53.38,0.03,92.88,2.35,309.34,2.86,306.12
2023,12,8,9,29.8,17.44,23.62,13.43,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.31,0.03,92.92,3.11,281.59,3.7,281.45
2023,12,8,10,31.1,17.35,24.23,13.37,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,43.75,0.04,92.9,3.71,271.45,4.37,272.56
2023,12,8,11,31.9,17.17,24.54,13.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,41.38,0.04,92.83,3.96,265.47,4.65,267.4
2023,12,8,12,32.55,17.12,24.83,13.18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,39.81,0.05,92.75,4.12,257.28,4.83,259.74
2023,12,8,13,32.95,17.02,24.99,13.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,38.69,0.04,92.7,4.16,247.1,4.85,249.76
2023,12,8,14,32.92,16.94,24.94,13.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,38.56,0.07,92.67,4.05,234.75,4.69,237.58
2023,12,8,15,32.33,17.08,24.71,13.18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,40.19,0.13,92.65,4.12,218.76,4.75,221.53
2023,12,8,16,30.55,17.57,24.06,13.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,45.75,0.16,92.68,4.46,198.82,5.28,200.53
2023,12,8,17,28.48,18.76,23.62,14.53,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,55.25,0.25,92.75,5.02,178.66,6.27,179.22
2023,12,8,18,25.96,20.21,23.08,15.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,70.12,0.31,92.85,5.17,162.3,6.85,162.14
2023,12,8,19,23.74,20.75,22.25,16.54,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,83.12,0.4,92.95,5.52,152.71,7.4,152.54
2023,12,8,20,22.4,20.4,21.4,16.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,88.44,0.25,93.03,6.18,148.7,8.15,147.97
2023,12,8,21,21.56,19.76,20.66,15.56,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.56,0.09,93.08,6.4,146.45,8.49,145.96
2023,12,8,22,20.83,19.0,19.92,14.83,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.31,0.06,93.08,6.44,142.49,8.52,142.11
2023,12,8,23,20.14,18.43,19.28,14.28,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.94,0.04,93.04,6.29,138.43,8.29,137.86
2023,12,9,0,19.52,17.98,18.76,13.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,90.94,0.04,92.97,6.07,136.57,8.02,135.95
2023,12,9,1,19.05,17.65,18.36,13.67,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,91.69,0.04,92.88,5.73,137.43,7.56,136.72
2023,12,9,2,18.74,17.45,18.09,13.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,92.38,0.03,92.83,5.48,139.22,7.29,138.47
2023,12,9,3,18.47,17.25,17.86,13.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,92.69,0.04,92.85,5.43,137.91,7.31,137.38
2023,12,9,4,18.26,17.07,17.67,13.18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,92.88,0.04,92.87,5.48,134.42,7.48,134.03
2023,12,9,5,18.16,16.82,17.49,12.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,92.0,0.04,92.93,5.8,129.97,7.98,129.48
2023,12,9,6,19.01,16.62,17.81,12.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,86.0,0.04,93.01,6.76,124.98,8.78,124.04
2023,12,9,7,20.91,16.61,18.76,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,76.06,0.04,93.02,6.76,121.16,8.32,119.67
2023,12,9,8,23.37,16.8,20.08,12.82,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.12,0.04,93.04,6.15,122.07,7.29,119.75
2023,12,9,9,25.86,17.08,21.47,13.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,58.0,0.05,93.04,5.49,127.25,6.27,123.83
2023,12,9,10,27.58,17.27,22.42,13.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,53.12,0.05,92.99,5.15,134.39,5.74,130.31
2023,12,9,11,29.08,17.44,23.26,13.37,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,49.25,0.06,92.93,5.17,141.87,5.62,137.76
2023,12,9,12,29.6,17.52,23.56,13.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.12,0.1,92.88,5.46,149.66,5.89,146.35
2023,12,9,13,29.21,17.6,23.4,13.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,49.44,0.12,92.87,6.18,153.4,6.81,151.26
2023,12,9,14,28.43,17.6,23.01,13.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,51.62,0.13,92.87,7.05,151.85,7.95,150.26
2023,12,9,15,27.0,17.5,22.25,13.43,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,55.69,0.1,92.87,7.77,147.57,9.0,146.3
2023,12,9,16,25.04,17.25,21.15,13.18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,61.5,0.08,92.93,8.15,141.93,9.71,140.84
2023,12,9,17,23.26,16.76,20.01,12.82,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,66.44,0.03,92.96,8.04,136.38,9.92,135.57
2023,12,9,18,21.46,16.4,18.93,12.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,72.5,0.01,93.03,7.46,130.58,9.61,130.06
2023,12,9,19,19.99,16.41,18.2,12.57,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,79.62,0.01,93.07,6.7,126.9,8.9,126.29
2023,12,9,20,19.05,16.5,17.77,12.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,85.12,0.02,93.12,6.44,124.23,8.59,123.46
2023,12,9,21,18.44,16.51,17.48,12.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,88.5,0.02,93.13,6.32,121.1,8.48,119.97
2023,12,9,22,18.13,16.35,17.24,12.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.44,0.02,93.13,6.27,117.36,8.46,115.97
2023,12,9,23,17.94,16.04,16.99,12.27,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,88.69,0.02,93.09,6.12,113.72,8.27,112.27
2023,12,10,0,17.71,15.77,16.74,12.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,88.5,0.02,93.01,5.72,112.92,7.78,111.38
2023,12,10,1,17.49,15.59,16.54,11.96,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,88.69,0.02,92.97,5.33,113.6,7.24,112.25
2023,12,10,2,17.33,15.51,16.42,11.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,89.19,0.02,92.89,5.06,112.92,6.86,111.8
2023,12,10,3,17.12,15.6,16.36,11.96,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,90.88,0.05,92.94,4.51,117.63,6.24,116.24
2023,12,10,4,17.04,15.82,16.43,12.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,92.69,0.11,92.98,4.34,121.0,5.96,119.96
2023,12,10,5,16.98,15.9,16.44,12.21,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,93.5,0.02,92.97,4.5,106.04,6.17,105.5
2023,12,10,6,18.01,15.82,16.91,12.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,87.06,0.01,92.98,5.22,95.06,6.75,93.25
2023,12,10,7,20.37,15.83,18.09,12.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,74.81,0.01,92.93,5.24,85.39,6.39,83.4
2023,12,10,8,23.51,16.11,19.8,12.27,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,62.75,0.0,92.88,4.35,73.29,5.21,70.18
2023,12,10,9,27.07,16.85,21.96,12.88,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,53.31,0.01,92.83,2.89,53.25,3.6,47.82
2023,12,10,10,29.73,17.59,23.66,13.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,47.94,0.11,92.8,1.44,8.75,2.08,7.13
