YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SRF_ALB,SZA,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_SW_DWN,ALLSKY_KT
2023,10,27,5,0.0,-999.0,90.0,0.0,0.0,0.0,18.29,16.96,17.62,13.11,91.87,2.35,92.39,4.3,140.5,5.64,140.0,0.0,0.0,-999.0
2023,10,27,6,0.0,-999.0,90.0,0.0,0.0,0.0,18.08,16.84,17.46,13.0,92.37,0.5,92.44,4.15,137.7,5.6,137.3,0.0,0.0,-999.0
2023,10,27,7,0.0,-999.0,90.0,0.0,0.0,0.0,18.04,16.69,17.36,12.85,91.65,0.25,92.55,3.92,141.5,5.45,140.2,0.0,0.0,-999.0
2023,10,27,8,7.18,0.16,88.57,3.03,0.37,0.0,17.87,16.53,17.2,12.71,91.69,0.25,92.61,4.43,134.5,6.18,134.1,0.0,7.22,0.21
2023,10,27,9,86.8,0.15,76.97,48.46,4.91,0.04,17.89,16.58,17.24,12.75,91.88,0.37,92.63,4.65,117.6,6.24,117.2,0.2,113.65,0.28
2023,10,27,10,244.27,0.16,63.23,135.82,13.3,0.25,19.19,16.94,18.07,13.04,86.63,0.15,92.65,4.83,101.1,5.94,100.1,1.23,312.77,0.39
2023,10,27,11,423.62,0.16,49.43,234.82,23.42,0.62,22.85,17.74,20.29,13.72,72.76,0.12,92.66,4.44,86.9,5.15,85.4,3.38,530.62,0.47
2023,10,27,12,572.35,0.16,35.73,327.4,32.85,1.07,26.46,18.45,22.46,14.37,61.38,1.05,92.64,2.66,57.0,3.05,52.5,5.72,729.9,0.51
2023,10,27,13,670.53,0.16,22.53,393.75,38.83,1.43,28.9,18.62,23.76,14.53,53.79,2.47,92.59,2.59,351.6,3.2,351.7,7.35,872.78,0.53
2023,10,27,14,593.55,0.15,11.95,427.0,36.85,1.44,29.96,19.14,24.55,15.01,52.24,2.02,92.56,3.45,322.8,4.1,325.5,7.9,944.22,0.44
2023,10,27,15,553.4,0.15,13.57,433.55,35.47,1.38,29.95,19.66,24.8,15.52,54.0,3.0,92.5,3.64,316.1,4.24,318.6,7.47,953.47,0.41
2023,10,27,16,630.3,0.15,25.12,396.58,38.29,1.4,29.79,19.92,24.85,15.78,55.37,12.21,92.46,3.28,310.5,3.81,312.9,7.07,872.15,0.5
2023,10,27,17,476.73,0.15,38.48,328.23,28.93,0.94,28.9,19.77,24.34,15.65,57.79,43.9,92.43,2.52,308.9,2.98,310.9,5.15,722.97,0.44
2023,10,27,18,354.58,0.15,52.21,232.97,20.91,0.54,27.79,19.77,23.78,15.65,61.63,78.59,92.4,1.31,320.0,1.63,323.0,2.85,517.08,0.42
2023,10,27,19,173.27,0.15,66.0,124.98,10.14,0.17,26.87,19.98,23.42,15.85,65.86,95.7,92.4,0.65,124.9,0.67,116.6,0.88,285.33,0.31
2023,10,27,20,51.28,0.15,79.24,37.12,2.97,0.02,25.26,21.05,23.15,16.96,77.51,48.8,92.46,2.48,143.0,3.63,141.3,0.1,87.5,0.2
2023,10,27,21,0.0,-999.0,90.0,0.0,0.0,0.0,22.93,20.72,21.82,16.58,87.24,11.13,92.53,3.52,137.5,6.11,137.0,0.0,0.0,-999.0
2023,10,27,22,0.0,-999.0,90.0,0.0,0.0,0.0,21.49,19.97,20.73,15.81,90.93,2.81,92.61,4.59,124.5,6.62,124.2,0.0,0.0,-999.0
2023,10,27,23,0.0,-999.0,90.0,0.0,0.0,0.0,20.46,19.49,19.98,15.32,93.99,0.97,92.7,4.63,113.8,6.21,112.9,0.0,0.0,-999.0
2023,10,28,0,0.0,-999.0,90.0,0.0,0.0,0.0,19.97,19.07,19.52,14.93,94.49,0.99,92.76,4.26,107.5,5.78,107.0,0.0,0.0,-999.0
2023,10,28,1,0.0,-999.0,90.0,0.0,0.0,0.0,19.76,18.83,19.3,14.69,94.22,1.74,92.77,3.7,102.6,5.35,102.2,0.0,0.0,-999.0
2023,10,28,2,0.0,-999.0,90.0,0.0,0.0,0.0,19.71,18.82,19.27,14.7,94.54,1.93,92.73,3.01,99.0,4.83,98.3,0.0,0.0,-999.0
2023,10,28,3,0.0,-999.0,90.0,0.0,0.0,0.0,19.9,19.1,19.5,14.97,95.06,1.16,92.67,2.28,92.5,4.22,89.7,0.0,0.0,-999.0
2023,10,28,4,0.0,-999.0,90.0,0.0,0.0,0.0,19.97,19.42,19.69,15.27,96.45,0.58,92.59,1.72,73.8,3.91,73.7,0.0,0.0,-999.0
2023,10,28,5,0.0,-999.0,90.0,0.0,0.0,0.0,19.85,19.5,19.67,15.35,97.61,0.82,92.53,1.86,54.6,3.84,53.8,0.0,0.0,-999.0
2023,10,28,6,0.0,-999.0,90.0,0.0,0.0,0.0,19.69,19.66,19.67,15.52,99.66,0.45,92.53,2.09,33.5,4.13,32.5,0.0,0.0,-999.0
2023,10,28,7,0.0,-999.0,90.0,0.0,0.0,0.0,19.5,19.78,19.64,15.63,100.0,0.16,92.54,2.33,21.4,4.85,20.9,0.0,0.0,-999.0
2023,10,28,8,4.75,0.15,88.5,3.38,0.27,0.0,19.39,19.82,19.61,15.66,100.0,0.07,92.57,2.57,17.9,5.77,17.7,0.0,8.05,0.13
2023,10,28,9,71.82,0.15,76.83,54.1,4.38,0.04,20.97,20.3,20.63,16.13,95.77,0.07,92.62,4.03,16.4,5.94,15.7,0.2,126.72,0.23
2023,10,28,10,187.82,0.15,63.1,154.88,11.8,0.25,23.0,20.69,21.85,16.53,86.71,0.15,92.65,5.25,9.6,6.6,8.5,1.25,349.25,0.3
2023,10,28,11,326.45,0.15,49.3,262.58,20.57,0.6,25.76,20.3,23.03,16.14,71.79,0.29,92.66,6.22,358.7,7.74,358.0,3.3,581.55,0.36
2023,10,28,12,427.42,0.15,35.59,355.82,27.54,0.97,27.84,19.74,23.79,15.57,61.3,0.17,92.65,7.17,346.9,8.97,346.8,5.2,782.05,0.38
2023,10,28,13,493.27,0.15,22.36,420.77,31.75,1.24,29.37,19.46,24.42,15.32,55.19,0.26,92.63,7.87,338.6,9.87,338.9,6.38,923.8,0.39
2023,10,28,14,452.85,0.15,11.67,452.75,29.94,1.21,30.59,19.36,24.98,15.22,51.1,0.23,92.59,8.16,332.0,10.26,332.5,6.72,994.1,0.34
2023,10,28,15,450.65,0.15,13.34,448.35,29.72,1.2,31.52,19.22,25.37,15.09,48.03,0.23,92.54,8.15,326.8,10.24,327.2,6.6,985.53,0.34
2023,10,28,16,434.6,0.15,24.99,409.73,28.49,1.09,32.04,18.82,25.43,14.74,45.53,0.27,92.46,7.89,322.8,9.95,323.1,5.53,901.8,0.35
2023,10,28,17,483.08,0.15,38.39,340.2,29.62,1.01,32.14,18.39,25.27,14.35,44.05,0.31,92.39,7.49,320.3,9.57,320.6,5.7,750.75,0.45
2023,10,28,18,390.3,0.15,52.13,245.78,22.99,0.62,31.81,17.91,24.86,13.93,43.56,0.35,92.35,6.99,319.1,9.08,319.2,3.4,546.4,0.46
2023,10,28,19,223.1,0.15,65.91,138.71,12.99,0.24,30.79,17.86,24.32,13.87,45.96,0.32,92.34,5.89,320.4,8.11,320.4,1.23,314.65,0.4
2023,10,28,20,75.03,0.15,79.11,44.53,4.39,0.03,28.76,19.36,24.06,15.27,56.83,0.48,92.37,3.7,326.4,6.99,326.5,0.15,105.3,0.29
2023,10,28,21,0.0,-999.0,90.0,0.0,0.0,0.0,25.78,19.82,22.8,15.69,69.56,0.87,92.44,3.04,333.4,7.21,333.0,0.0,0.0,-999.0
2023,10,28,22,0.0,-999.0,90.0,0.0,0.0,0.0,24.59,19.39,21.99,15.26,72.7,1.27,92.51,3.29,336.6,7.77,335.8,0.0,0.0,-999.0
2023,10,28,23,0.0,-999.0,90.0,0.0,0.0,0.0,23.83,19.06,21.45,14.94,74.56,2.57,92.58,3.56,338.0,8.01,337.3,0.0,0.0,-999.0
2023,10,29,0,0.0,-999.0,90.0,0.0,0.0,0.0,22.62,18.93,20.77,14.8,79.52,5.22,92.64,3.39,342.5,7.55,342.0,0.0,0.0,-999.0
2023,10,29,1,0.0,-999.0,90.0,0.0,0.0,0.0,21.8,18.76,20.28,14.64,82.71,10.33,92.65,3.34,349.1,7.41,348.6,0.0,0.0,-999.0
2023,10,29,2,0.0,-999.0,90.0,0.0,0.0,0.0,21.19,18.53,19.86,14.44,84.63,8.04,92.58,3.48,358.0,7.51,357.6,0.0,0.0,-999.0
2023,10,29,3,0.0,-999.0,90.0,0.0,0.0,0.0,20.74,18.27,19.51,14.23,85.66,2.21,92.48,3.8,5.3,7.81,4.9,0.0,0.0,-999.0
2023,10,29,4,0.0,-999.0,90.0,0.0,0.0,0.0,20.42,18.12,19.27,14.11,86.55,0.39,92.39,4.09,8.6,7.97,8.2,0.0,0.0,-999.0
2023,10,29,5,0.0,-999.0,90.0,0.0,0.0,0.0,20.21,18.02,19.12,14.03,87.14,0.07,92.34,4.31,8.5,8.06,8.0,0.0,0.0,-999.0
2023,10,29,6,0.0,-999.0,90.0,0.0,0.0,0.0,20.04,17.98,19.01,13.99,87.82,0.2,92.34,4.5,6.3,8.14,5.6,0.0,0.0,-999.0
2023,10,29,7,0.0,-999.0,90.0,0.0,0.0,0.0,19.96,18.05,19.01,14.04,88.62,0.7,92.4,4.82,4.5,8.28,3.8,0.0,0.0,-999.0
2023,10,29,8,6.6,0.15,88.44,3.97,0.37,0.0,19.89,18.17,19.03,14.13,89.65,1.09,92.48,5.09,2.5,8.38,1.7,0.0,9.38,0.18
2023,10,29,9,93.38,0.15,76.7,62.15,5.6,0.06,20.73,18.66,19.69,14.57,87.83,1.5,92.57,5.68,359.2,7.94,358.7,0.28,145.12,0.29
2023,10,29,10,251.7,0.15,62.98,163.1,14.94,0.32,22.39,19.48,20.93,15.33,83.53,1.19,92.67,5.51,350.3,6.85,349.1,1.6,368.92,0.4
2023,10,29,11,414.75,0.15,49.18,263.56,24.61,0.73,23.96,19.57,21.77,15.39,76.33,0.14,92.75,6.32,330.2,8.38,329.5,4.05,590.22,0.46
2023,10,29,12,551.78,0.15,35.46,349.57,32.87,1.17,24.63,19.3,21.96,15.13,72.14,3.77,92.8,6.8,318.6,8.87,318.0,6.32,779.08,0.49
2023,10,29,13,658.97,0.15,22.19,416.55,40.25,1.6,25.13,19.23,22.18,15.06,69.68,11.76,92.78,7.04,322.3,9.03,321.6,8.4,922.85,0.52
2023,10,29,14,629.2,0.15,11.39,448.38,40.24,1.68,26.54,19.33,22.93,15.18,64.54,30.05,92.68,7.67,326.3,9.77,325.3,9.57,991.03,0.46
2023,10,29,15,547.92,0.15,13.11,448.72,36.44,1.52,27.97,19.41,23.69,15.26,59.62,43.34,92.62,8.17,320.7,10.42,319.8,8.48,988.4,0.41
2023,10,29,16,568.12,0.15,24.87,410.42,35.79,1.41,28.07,19.45,23.76,15.31,59.43,37.76,92.57,8.03,314.5,10.37,313.9,7.2,903.3,0.45
2023,10,29,17,373.35,0.15,38.29,341.42,24.42,0.85,27.34,19.74,23.54,15.6,63.16,44.27,92.54,7.09,310.4,9.41,309.9,4.78,751.5,0.34
2023,10,29,18,108.2,0.14,52.04,247.17,8.01,0.23,26.33,20.77,23.55,16.65,71.49,83.86,92.54,5.41,308.2,7.56,307.5,1.25,545.9,0.13
2023,10,29,19,43.22,0.13,65.82,139.8,3.2,0.06,25.41,22.1,23.75,18.06,81.85,67.63,92.57,3.64,310.9,5.69,309.9,0.3,314.05,0.08
2023,10,29,20,14.85,0.14,78.97,45.62,1.05,0.01,24.67,22.64,23.65,18.64,88.29,48.51,92.61,2.54,318.0,4.87,317.8,0.05,105.97,0.06
2023,10,29,21,0.0,-999.0,90.0,0.0,0.0,0.0,23.61,22.38,22.99,18.35,92.69,55.37,92.65,1.92,331.4,4.18,330.8,0.0,0.0,-999.0
2023,10,29,22,0.0,-999.0,90.0,0.0,0.0,0.0,22.96,21.81,22.39,17.71,93.11,33.58,92.69,1.9,352.1,3.88,351.4,0.0,0.0,-999.0
2023,10,29,23,0.0,-999.0,90.0,0.0,0.0,0.0,22.41,21.27,21.84,17.11,93.09,20.28,92.74,2.06,10.3,4.4,9.8,0.0,0.0,-999.0
2023,10,30,0,0.0,-999.0,90.0,0.0,0.0,0.0,22.0,20.8,21.4,16.62,92.77,12.45,92.77,2.3,17.5,5.26,17.5,0.0,0.0,-999.0
2023,10,30,1,0.0,-999.0,90.0,0.0,0.0,0.0,21.7,20.44,21.07,16.25,92.41,4.69,92.78,2.55,17.1,5.86,17.1,0.0,0.0,-999.0
2023,10,30,2,0.0,-999.0,90.0,0.0,0.0,0.0,21.33,20.15,20.74,15.96,92.82,6.85,92.75,2.61,12.9,5.95,12.8,0.0,0.0,-999.0
2023,10,30,3,0.0,-999.0,90.0,0.0,0.0,0.0,20.94,19.85,20.39,15.67,93.3,1.15,92.69,2.64,7.2,6.01,7.0,0.0,0.0,-999.0
2023,10,30,4,0.0,-999.0,90.0,0.0,0.0,0.0,20.6,19.55,20.07,15.41,93.63,0.03,92.61,2.7,3.2,6.12,2.9,0.0,0.0,-999.0
2023,10,30,5,0.0,-999.0,90.0,0.0,0.0,0.0,20.33,19.3,19.82,15.17,93.68,0.02,92.55,2.72,1.5,6.1,1.3,0.0,0.0,-999.0
2023,10,30,6,0.0,-999.0,90.0,0.0,0.0,0.0,20.03,19.08,19.56,14.95,94.07,0.1,92.57,2.55,359.6,5.78,359.5,0.0,0.0,-999.0
2023,10,30,7,0.0,-999.0,90.0,0.0,0.0,0.0,19.74,18.86,19.3,14.75,94.55,0.53,92.61,2.39,359.0,5.43,358.4,0.0,0.0,-999.0
2023,10,30,8,5.6,0.15,88.37,4.18,0.33,0.0,19.45,18.67,19.06,14.56,95.09,0.27,92.66,2.3,357.5,5.18,356.5,0.0,9.62,0.14
2023,10,30,9,80.38,0.15,76.57,65.27,4.87,0.05,21.05,19.43,20.24,15.26,90.32,0.11,92.74,2.83,358.6,4.63,357.7,0.22,148.82,0.25
2023,10,30,10,208.77,0.15,62.86,172.27,13.3,0.28,23.06,20.0,21.53,15.81,82.81,0.11,92.8,3.28,355.8,3.85,352.1,1.42,380.9,0.33
2023,10,30,11,345.05,0.15,49.06,278.08,21.68,0.64,26.24,19.8,23.02,15.61,67.63,5.37,92.82,3.8,325.0,4.59,320.8,3.55,610.65,0.38
2023,10,30,12,519.33,0.15,35.33,367.2,33.18,1.19,28.24,19.62,23.93,15.42,59.42,0.3,92.8,4.26,309.5,5.1,307.7,6.38,805.17,0.46
2023,10,30,13,495.27,0.15,22.03,429.65,33.61,1.34,29.68,19.48,24.58,15.3,54.23,0.37,92.78,4.59,298.6,5.48,298.0,7.0,943.3,0.39
2023,10,30,14,514.47,0.15,11.12,459.75,35.26,1.48,30.71,19.44,25.08,15.27,50.99,0.44,92.72,4.74,292.5,5.65,292.3,8.27,1010.08,0.38
2023,10,30,15,658.22,0.15,12.89,453.4,42.71,1.77,31.45,19.42,25.43,15.26,48.83,0.49,92.66,4.78,287.7,5.73,288.2,9.88,997.58,0.49
2023,10,30,16,718.88,0.15,24.75,416.35,44.48,1.74,31.84,19.37,25.61,15.23,47.63,0.53,92.6,4.74,280.6,5.73,281.5,8.9,915.62,0.57
2023,10,30,17,459.88,0.15,38.2,348.25,29.48,1.02,31.81,19.37,25.59,15.23,47.69,0.28,92.55,4.58,271.6,5.64,272.9,5.72,766.0,0.42
2023,10,30,18,311.73,0.15,51.95,255.8,20.01,0.56,31.21,19.26,25.24,15.14,49.04,0.11,92.53,4.25,264.2,5.38,265.5,3.03,563.62,0.37
2023,10,30,19,196.5,0.15,65.73,148.27,11.79,0.22,30.07,19.82,24.95,15.68,54.19,0.05,92.53,3.29,256.6,4.61,257.5,1.12,330.35,0.35
2023,10,30,20,66.65,0.14,78.83,50.06,4.25,0.03,28.48,21.32,24.9,17.23,65.25,0.06,92.59,2.29,244.3,3.87,245.0,0.15,115.15,0.25
2023,10,30,21,0.0,-999.0,90.0,0.0,0.0,0.0,26.45,22.65,24.55,18.67,79.6,0.05,92.65,1.66,218.9,2.99,220.1,0.0,0.0,-999.0
2023,10,30,22,0.0,-999.0,90.0,0.0,0.0,0.0,25.76,22.07,23.92,18.0,80.01,0.03,92.69,1.52,185.7,2.5,186.7,0.0,0.0,-999.0
2023,10,30,23,0.0,-999.0,90.0,0.0,0.0,0.0,25.06,21.76,23.41,17.65,81.83,0.02,92.73,1.51,148.8,2.58,149.8,0.0,0.0,-999.0
2023,10,31,0,0.0,-999.0,90.0,0.0,0.0,0.0,24.19,21.34,22.77,17.19,83.99,0.0,92.74,1.55,114.8,2.61,115.7,0.0,0.0,-999.0
2023,10,31,1,0.0,-999.0,90.0,0.0,0.0,0.0,23.65,20.55,22.1,16.38,82.69,0.0,92.72,1.46,76.9,2.3,75.4,0.0,0.0,-999.0
2023,10,31,2,0.0,-999.0,90.0,0.0,0.0,0.0,23.07,20.04,21.55,15.87,82.94,0.0,92.66,1.57,33.6,2.56,31.3,0.0,0.0,-999.0
2023,10,31,3,0.0,-999.0,90.0,0.0,0.0,0.0,22.18,19.81,20.99,15.65,86.29,0.0,92.6,1.89,9.5,3.25,7.8,0.0,0.0,-999.0
2023,10,31,4,0.0,-999.0,90.0,0.0,0.0,0.0,21.45,19.58,20.52,15.45,89.02,0.0,92.53,2.12,1.9,3.9,0.4,0.0,0.0,-999.0
2023,10,31,5,0.0,-999.0,90.0,0.0,0.0,0.0,20.99,19.36,20.17,15.24,90.27,0.0,92.47,2.2,359.0,4.2,357.8,0.0,0.0,-999.0
2023,10,31,6,0.0,-999.0,90.0,0.0,0.0,0.0,20.66,19.16,19.91,15.04,90.93,0.0,92.47,2.15,354.1,4.06,352.8,0.0,0.0,-999.0
2023,10,31,7,0.0,-999.0,90.0,0.0,0.0,0.0,20.38,18.99,19.68,14.89,91.63,0.0,92.5,2.09,351.2,3.88,349.8,0.0,0.0,-999.0
2023,10,31,8,10.2,0.15,88.3,4.22,0.55,0.0,20.26,18.89,19.58,14.78,91.69,0.01,92.56,1.98,347.8,3.52,346.2,0.03,9.68,0.25
2023,10,31,9,96.32,0.15,76.45,62.47,5.71,0.06,22.19,19.8,20.99,15.64,86.23,0.01,92.65,1.72,346.5,2.79,344.8,0.28,143.4,0.3
2023,10,31,10,231.02,0.15,62.74,165.15,13.83,0.28,24.48,19.55,22.01,15.38,73.91,0.04,92.71,1.43,319.8,1.78,304.2,1.42,368.05,0.37
2023,10,31,11,391.38,0.15,48.95,269.47,24.21,0.71,27.0,19.62,23.31,15.44,63.92,0.09,92.75,2.83,262.1,3.54,261.5,3.88,594.85,0.43
2023,10,31,12,481.7,0.15,35.21,357.43,30.68,1.09,28.25,19.86,24.05,15.67,60.3,9.49,92.75,3.3,255.4,3.92,255.7,5.8,785.75,0.43
2023,10,31,13,621.47,0.15,21.88,418.56,39.35,1.54,29.15,19.97,24.56,15.79,57.65,14.54,92.71,3.24,253.5,3.77,254.2,8.05,922.03,0.48
2023,10,31,14,629.28,0.15,10.86,448.37,39.54,1.62,29.9,20.02,24.96,15.85,55.38,14.82,92.65,3.15,255.8,3.62,257.1,9.2,988.38,0.46
2023,10,31,15,727.38,0.15,12.68,437.32,44.31,1.8,30.31,20.04,25.17,15.87,54.13,18.42,92.6,3.49,258.1,4.03,259.9,10.1,968.12,0.54
2023,10,31,16,682.08,0.15,24.63,398.66,40.68,1.56,30.24,20.01,25.12,15.86,54.27,21.6,92.53,3.96,259.1,4.64,260.5,7.97,884.03,0.54
2023,10,31,17,426.67,0.15,38.1,329.12,26.47,0.9,29.7,20.04,24.87,15.89,56.06,23.38,92.49,4.27,259.3,5.1,260.1,5.03,732.5,0.39
2023,10,31,18,40.83,0.12,51.86,235.1,3.25,0.09,28.78,20.07,24.43,15.93,59.26,32.3,92.47,4.25,259.3,5.19,259.7,0.45,527.7,0.05
2023,10,31,19,19.42,0.13,65.64,130.2,1.49,0.03,27.26,20.45,23.86,16.3,66.24,40.26,92.49,3.64,254.1,4.7,254.3,0.12,298.7,0.03
2023,10,31,20,6.18,0.12,79.29,39.18,0.47,0.0,25.68,21.38,23.53,17.27,77.03,37.78,92.54,2.5,239.9,4.04,240.2,0.03,92.2,0.02
2023,10,31,21,1.1,0.15,89.42,1.17,0.06,0.0,24.18,22.12,23.15,18.09,88.23,23.1,92.57,1.6,222.0,3.04,221.4,0.0,2.92,0.08
2023,10,31,22,0.0,-999.0,90.0,0.0,0.0,0.0,23.41,21.58,22.49,17.49,89.39,9.03,92.58,0.86,188.0,1.4,189.9,0.0,0.0,-999.0
2023,10,31,23,0.0,-999.0,90.0,0.0,0.0,0.0,23.21,20.77,21.99,16.63,86.08,1.88,92.59,0.48,91.2,0.66,90.9,0.0,0.0,-999.0
2023,11,1,0,0.0,-999.0,90.0,0.0,0.0,0.0,22.8,20.67,21.73,16.53,87.76,0.61,92.64,0.14,114.8,0.17,115.0,0.0,0.0,-999.0
2023,11,1,1,0.0,-999.0,90.0,0.0,0.0,0.0,21.94,20.36,21.15,16.18,90.54,0.56,92.65,0.68,202.4,1.0,206.1,0.0,0.0,-999.0
2023,11,1,2,0.0,-999.0,90.0,0.0,0.0,0.0,21.29,20.15,20.72,15.98,93.03,0.72,92.61,0.96,214.8,1.54,218.9,0.0,0.0,-999.0
2023,11,1,3,0.0,-999.0,90.0,0.0,0.0,0.0,20.53,19.76,20.15,15.62,95.25,0.94,92.56,1.31,223.5,2.19,225.0,0.0,0.0,-999.0
2023,11,1,4,0.0,-999.0,90.0,0.0,0.0,0.0,20.0,19.48,19.74,15.34,96.63,4.02,92.51,1.52,220.7,2.81,221.5,0.0,0.0,-999.0
2023,11,1,5,0.0,-999.0,90.0,0.0,0.0,0.0,19.53,19.15,19.34,15.04,97.51,4.3,92.47,1.65,210.9,3.18,211.2,0.0,0.0,-999.0
2023,11,1,6,0.0,-999.0,90.0,0.0,0.0,0.0,19.04,18.86,18.95,14.76,98.68,3.46,92.47,1.85,197.3,3.85,197.1,0.0,0.0,-999.0
2023,11,1,7,0.0,-999.0,90.0,0.0,0.0,0.0,18.88,18.7,18.79,14.61,98.74,3.38,92.54,2.12,186.8,4.7,186.8,0.0,0.0,-999.0
2023,11,1,8,7.82,0.17,88.23,3.9,0.43,0.0,18.92,18.59,18.76,14.48,97.74,3.45,92.65,2.75,183.1,5.31,183.5,0.0,9.15,0.18
2023,11,1,9,75.3,0.16,76.33,52.42,4.47,0.04,19.35,18.58,18.96,14.47,95.2,3.59,92.75,3.84,175.2,5.24,175.3,0.22,122.9,0.23
2023,11,1,10,185.3,0.16,62.63,139.47,11.04,0.23,20.14,18.28,19.21,14.18,88.92,2.44,92.83,4.37,161.7,5.48,161.8,1.12,322.3,0.29
2023,11,1,11,329.85,0.16,48.85,234.42,19.59,0.56,21.93,18.16,20.04,14.06,79.03,2.51,92.88,4.14,153.0,4.87,153.0,3.1,534.6,0.36
2023,11,1,12,468.35,0.17,35.1,317.34,27.77,0.96,24.28,17.96,21.12,13.88,67.69,0.08,92.88,3.48,152.8,3.92,153.0,5.07,718.05,0.41
2023,11,1,13,609.97,0.16,21.73,391.45,36.69,1.41,26.17,17.8,21.98,13.75,59.91,0.08,92.86,3.16,161.6,3.53,161.2,7.43,874.4,0.47
2023,11,1,14,715.6,0.16,10.61,434.8,43.56,1.79,27.32,17.73,22.52,13.69,55.7,0.09,92.78,3.27,160.7,3.64,159.7,10.15,962.62,0.53
2023,11,1,15,723.92,0.16,12.47,470.83,48.55,2.03,28.06,17.65,22.86,13.65,53.14,0.1,92.69,3.62,160.0,4.04,159.1,11.38,1020.75,0.54
2023,11,1,16,630.88,0.16,24.51,436.25,42.37,1.68,28.3,17.51,22.9,13.53,51.91,0.14,92.63,4.22,161.7,4.75,161.1,8.7,943.17,0.5
2023,11,1,17,529.2,0.16,38.01,370.22,35.33,1.24,27.87,17.22,22.54,13.29,52.27,0.2,92.59,4.9,160.3,5.59,159.9,6.9,798.03,0.49
2023,11,1,18,457.83,0.16,51.77,277.9,28.92,0.8,27.08,17.08,22.08,13.17,54.25,0.18,92.59,5.55,157.2,6.52,157.0,4.22,598.22,0.54
2023,11,1,19,267.15,0.15,65.54,166.7,15.38,0.27,25.38,16.95,21.17,13.06,59.51,0.12,92.63,6.13,152.3,7.61,152.2,1.35,360.85,0.47
2023,11,1,20,95.65,0.17,79.18,55.9,5.25,0.04,23.45,16.88,20.17,12.99,66.5,0.07,92.71,6.53,146.0,8.4,145.9,0.17,125.55,0.37
2023,11,1,21,2.4,0.16,89.38,1.58,0.15,0.0,21.26,16.68,18.97,12.81,74.99,0.04,92.78,6.29,138.6,8.5,138.3,0.0,3.83,0.16
2023,11,1,22,0.0,-999.0,90.0,0.0,0.0,0.0,19.71,16.58,18.15,12.72,81.98,0.03,92.83,6.13,132.4,8.23,132.2,0.0,0.0,-999.0
2023,11,1,23,0.0,-999.0,90.0,0.0,0.0,0.0,18.76,16.45,17.61,12.62,86.34,0.03,92.87,5.63,130.2,7.42,130.1,0.0,0.0,-999.0
2023,11,2,0,0.0,-999.0,90.0,0.0,0.0,0.0,18.11,16.31,17.21,12.49,89.06,0.03,92.91,5.13,129.9,6.89,129.8,0.0,0.0,-999.0
2023,11,2,1,0.0,-999.0,90.0,0.0,0.0,0.0,17.69,16.15,16.92,12.36,90.49,0.02,92.9,4.88,127.2,6.68,126.8,0.0,0.0,-999.0
2023,11,2,2,0.0,-999.0,90.0,0.0,0.0,0.0,17.3,15.96,16.63,12.23,91.73,0.02,92.85,4.57,127.6,6.41,126.9,0.0,0.0,-999.0
2023,11,2,3,0.0,-999.0,90.0,0.0,0.0,0.0,17.07,15.85,16.46,12.14,92.36,0.01,92.81,4.18,133.0,5.87,132.6,0.0,0.0,-999.0
2023,11,2,4,0.0,-999.0,90.0,0.0,0.0,0.0,16.76,15.71,16.24,12.03,93.32,0.01,92.79,3.84,139.5,5.77,138.8,0.0,0.0,-999.0
2023,11,2,5,0.0,-999.0,90.0,0.0,0.0,0.0,16.65,15.6,16.12,11.95,93.31,0.01,92.74,4.01,137.7,5.99,137.2,0.0,0.0,-999.0
2023,11,2,6,0.0,-999.0,90.0,0.0,0.0,0.0,16.66,15.56,16.11,11.94,93.14,0.02,92.71,4.12,131.4,6.0,131.1,0.0,0.0,-999.0
2023,11,2,7,0.0,-999.0,90.0,0.0,0.0,0.0,16.65,15.6,16.12,11.96,93.35,0.02,92.71,4.02,126.1,6.06,126.1,0.0,0.0,-999.0
2023,11,2,8,10.3,0.16,88.17,5.05,0.59,0.0,16.68,15.6,16.14,11.96,93.18,0.03,92.71,4.25,121.3,6.4,121.3,0.03,11.82,0.23
2023,11,2,9,145.1,0.17,76.21,73.13,7.42,0.06,17.35,15.64,16.49,11.99,89.54,0.02,92.73,5.18,114.9,6.87,114.2,0.3,164.65,0.44
2023,11,2,10,376.67,0.16,62.53,182.22,20.59,0.38,19.31,15.67,17.49,12.01,79.34,0.02,92.76,5.4,107.9,6.58,106.3,1.9,399.1,0.59
2023,11,2,11,606.85,0.16,48.75,288.45,35.23,0.95,21.95,16.07,19.01,12.31,69.14,0.02,92.82,4.32,108.5,5.01,105.4,4.88,628.38,0.67
2023,11,2,12,792.2,0.17,34.99,376.27,47.89,1.61,24.61,16.78,20.7,12.89,61.65,0.01,92.85,3.13,112.0,3.5,105.4,8.7,819.85,0.7
2023,11,2,13,950.4,0.17,21.59,437.76,58.49,2.21,26.83,17.51,22.17,13.51,56.59,0.02,92.8,2.35,111.2,2.59,101.8,12.52,953.83,0.74
